अ     a
उत्पत्तिस्थान utpttisthaan
उत्पन्न   utpnn
उत्पन्ना        utpnnaa
उत्परिवर्तजन    utprivrtjn
उत्परिवर्तन       utprivrtn
उत्परिवर्तनों utprivrtnon
उत्परिवर्ती       utprivrti
उत्पल utpl
उत्पाटित        utpaatit
उत्पात      utpaat
उत्पाती   utpaati
उत्पाद      utpaad
उत्पादक   utpaadk
उत्पादकता     utpaadktaa
उत्पादकों     utpaadkon
उत्पादन   utpaadn
उत्पादनकर्ता    utpaadnkrtaa
उत्पादनों     utpaadnon
उत्पादित        utpaadit
उत्पादिता     utpaaditaa
उत्पादों        utpaadon
उत्पाद्य        utpaady
उत्पीडन   utpidn
उत्पीड़क   utpidk
उत्पीड़कता     utpidktaa
उत्पीड़न   utpidn
उत्पीड़ित        utpidit
उत्प्रवण        utprvn
उत्प्रवास     utprvaas
उत्प्रवासन  utprvaasn
उत्प्रेक्षा       utpreksaa
उत्प्रेरक     utprerk
उत्प्रेरकों       utprerkon
उत्प्रेरण     utprern
उत्प्रेरित  utprerit
उत्प्लव   utplv
उत्प्लावक     utplaavk
उत्प्लावकता       utplaavktaa
उत्प्लावन     utplaavn
उत्फुल्लता  utfulltaa
उत्स    uts
उत्संग      utsnga
उत्संगित        utsngait
उत्संस्करण  utsnskrn
उत्सरण      utsrn
उत्सर्ग   utsrga
उत्सर्गी        utsrgai
उत्सर्जक        utsarjk
उत्सर्जन        utsarjn
उत्सर्जनीय  utsarjniy
उत्सर्जित     utsarjit
उत्सर्जी        utsarji
उत्सर्पी        utsarpi
उत्सव utsv
उत्सवी      utsvi
उत्सवों   utsvon
उत्सागनि        utsaagani
उत्सादन   utsaadn
उत्साह      utsaah
उत्साहजनक     utsaahjnk
उत्साहपूर्ण       utsaahpurn
उत्साहपूर्वक    utsaahpurvk
उत्साहभंग     utsaahbhnga
उत्साहयुक्त       utsaahyukt
उत्साहवर्धक       utsaahvrdhk
उत्साहवर्धन       utsaahvrdhn
उत्साहशील     utsaahshil
उत्साहहीन     utsaahhin
उत्साहित        utsaahit
उत्साही   utsaahi
उत्सुक      utsuk
उत्सुकता        utsuktaa
उत्सुकतापूर्ण utsuktaapurn
उत्सुकतावश  utsuktaavsh
उत्सेध      utsedh
उथल       uthl
उथलपुथल   uthlputhl
उथला    uthlaa
उथली    uthli
उथले    uthle
उद  ud
उदंड    udnd
उदंतिका   udntikaa
उदगम    udgam
उदगार udgaaar
उदग्र udgar
उदग्रता   udgartaa
उदघाटन      udghaatn
उदजन    udjn
उदबोधन      udbodhn
उदभव    udbhv
उदभेदन      udbhedn
उदय       udy
उदयगिरि   udygairi
उदयन    udyan
उदयपुर      udypur
उदयपुरी   udypuri
उदयरामपुर     udyraampur
उदयसिंह   udysimha
उदयाचल      udyaachl
उदर       udar
उदरगर्त   udargart
उदरशूल      udrshul
उदरसंधान        udrsndhaan
उदरहीन      udrhin
उदरीय udriy
उदवायी      udvaayi
उदश्रु      udshru
उदहारण      udhaarn
उदात्त      udaatt
उदात्तता        udaatttaa
उदान    udaan
उदार    udaar
उदारचरित        udaarchrit
उदारता      udaartaa
उदारतापूर्ण       udaartaapurn
उदारतापूर्वक    udaartaapurvk
उदारतावाद     udaartaavaad
उदारतावादी  udaartaavaadi
उदारपंथी        udaarpnthi
उदारमना   udaarmnaa
उदारवाद   udaarvaad
उदारवादियों       udaarvaadiyon
उदारवादी        udaarvaadi
उदारहण      udaarhn
उदारीकरण        udaarikrn
उदास    udaas
उदासी udaasi
उदासीन      udaasin
उदासीनता        udaasintaa
उदासीनतापूर्वक      udaasintaapurvk
उदासीनीकरण  udaasinikrn
उदाहरण      udaahrn
उदाहरणतः        udaahrntah
उदाहरणस्वरूप    udaahrnsvrup
उदाहरणात्मक       udaahrnaatmk
उदाहरणार्थ  udaahrnaarth
उदाहरणों        udaahrnon
उदिक    udik
उदित    udit
उदीयमान   udiymaan
उदुंबर      udunbr
उदेश्य      udeshy
उद्       ud
उद्कीर्ण        udkirn
उद्गम udgam
उद्गाता   udgaaataa
उद्गार      udgaaar
उद्गारों        udgaaaron
उद्ग्रहण        udgarhn
उद्ग्रहित     udgarhit
उद्घर्षण        udghrsn
उद्घाटन   udghaatn
उद्घाटनात्मक    udghaatnaatmk
उद्घाटित        udghaatit
उद्घोष      udghos
उद्घोषक   udghosk
उद्घोषणा        udghosnaa
उद्घोषित        udghoshit
उद्दंड      uddand
उद्दंडता        uddandtaa
उद्दंडतापूर्ण uddandtaapurn
उद्दर्शन        uddrshn
उद्दाम      uddaam
उद्दीपक   uddipak
उद्दीपन   uddipan
उद्दीप्त        uddipt
उद्देश      uddesh
उद्देशिका     uddeshikaa
उद्देश्य        uddeshy
उद्देश्यपूर्ण uddeshypurn
उद्देश्यवाद       uddeshyvaad
उद्देश्यवादी    uddeshyvaadi
उद्देश्यहीन       uddeshyhin
उद्देश्यहीनता uddeshyhintaa
उद्देश्यों  uddeshyon
उद्धत uddhat
उद्धतता   uddhttaa
उद्धरण      uddhrn
उद्धरणचिह्न       uddhrnchihn
उद्धरणिका     uddhrnikaa
उद्धरणीय        uddhrniy
उद्धरणों        uddhrnon
उद्धव uddhv
उद्धार      uddhaar
उद्धारक   uddhaark
उद्धारकर्ता       uddhaarkrtaa
उद्धृत      uddhrit
उद्धेश्य        uddheshy
उद्बंधित        udbndhit
उद्बोधन   udbodhn
उद्भव udbhv
उद्भवन      udbhvn
उद्भावन   udbhaavn
उद्भावना        udbhaavnaa
उद्भूत      udbhut
उद्भूति   udbhuti
उद्भेद      udbhed
उद्भेदन   udbhedn
उद्भ्रम   udbhrm
उद्यत udyt
उद्यम udym
उद्यमशीलता  udymshiltaa
उद्यमिता        udymitaa
उद्यमियों     udymiyon
उद्यमी      udymi
उद्यमों   udymon
उद्यान      udyaan
उद्यानकृषक  udyaankrisk
उद्यानकृषि  udyaankrisi
उद्यानस्थल  udyaansthl
उद्यानिकी     udyaaniki
उद्यानों        udyaanon
उद्योग      udyoga
उद्योगतंत्र       udyogatntr
उद्योगतंत्रवादी   udyogatntrvaadi
उद्योगपति     udyogapti
उद्योगपतियों    udyogaptiyon
उद्योगवाद     udyogavaad
उद्योगव्यापी    udyogavyaapi
उद्योगशाला  udyogashaalaa
उद्योगिता     udyogaitaa
उद्योगों        udyogaon
उद्वह udvh
उद्वहन      udvhn
उद्विग्न        udvigan
उद्विग्नतः  udvigantah
उद्विग्नतापूर्वक        udvigantaapurvk
उद्वेग      udva
उद्वेगकर        udvegkr
उद्वेगकारी  udvegkaari
उद्वेगजनक     udvegjanak
उद्वेलन   udvelan
उद्वेलित        udvelit
उधम       udham
उधमपुर      udhmpur
उधमसिंह   udhmsinh
उधमसिंहनगर  udhmsinhngar
उधमी    udhmi
उधर       udhar
उधार    udhaar
उधारकर्ता     udhaarkrtaa
उधारकर्ताओं       udhaarkrtaaon
उधारदाता        udhaardaataa
उधारदाताओं  udhaardaataaon
उधारना      udhaarnaa
उधारी udhaari
उधेड़ना      udhednaa
उधेड़बुन   udhedbun
उधड़न    udhdn
उधड़ना udhdnaa
उन  un
उनक       unak
उनका    unkaa
उनकि    unki
उनकी    unki
उनके    unke
उनको    unko
उनकों unkon
उनतीस untis
उनने    unne
उनपर    unpr
उनमे    unme
उनमें unmen
उनलोगों   unlogaon
उनसठ    unsth
उनसे    unse
उनहे    unhe
उनहोंने   unhonne
उना       unaa
उनासी unaasi
उनींद unind
उनींदा      unindaa
उनींदापन        unindaapn
उनींदी      unindi
उन्नत unnt
उन्नतांश        unntaansh
उन्नति      unnti
उन्नतिशील     unntishil
उन्नतिशीलता       unntishiltaa
उन्नतोदर        unntodar
उन्नमनी   unnmani
उन्नयन      unnyan
उन्नाव      unnaav
उन्निद्र        unnidr
उन्नी unni
उन्नीकृष्णन       unnikrisnn
उन्नीत      unnit
उन्नीस      unnis
उन्नीसवाँ     unnisvaan
उन्नीसवां     unnisvaan
उन्नीसवी        unnisvi
उन्नीसवीं     unnisvin
उन्मंडल   unmandl
उन्मत unmat
उन्मत्त   unmatt
उन्मत्तता     unmatttaa
उन्मत्तालय  unmattaaly
उन्माद      unmaad
उन्मादपूर्ण       unmaadpurn
उन्मादी   unmaadi
उन्मार्गी     unmaargai
उन्मुक्त        unmukt
उन्मुक्तता  unmukttaa
उन्मुख      unmukh
उन्मुखता        unmukhtaa
उन्मुखीकरण  unmukhikrn
उन्मूलक   unmulk
उन्मूलन   unmuln
उन्मूलनवाद  unmulnvaad
उन्मूलनवादी       unmulnvaadi
उन्मूलनीय     unmulniy
उन्मोचन   unmochn
उन्ह    unh
उन्ही unhi
उन्हीं      unhin
उन्हे unhe
उन्हें      unhen
उन्हैं      unhain
उन्हों      unhon
उन्होंने        unhonne
उन्होंनें     unhonnen
उन्होने   unhone
उन्होनें        unhonen
उप  up
उपअपराध   upapraadh
उपकंठ upkanth
उपकक्ष      upkaksh
उपकथा upkathaa
उपकथानक   upkathaank
उपकप्तान        upakptaan
उपकर    upkar
उपकरण upkarn
उपकरणो      upkarno
उपकरणों   upkarnon
उपकला upklaa
उपकल्प      upkalp
उपकल्पन   upkalpan
उपकल्पना        upklpnaa
उपकल्पित        upklpit
उपकार upkaar
उपकारी      upkaari
उपकुल upkul
उपकुलपति        upkulpti
उपकृत upkrit
उपकृषक      upkrisk
उपकेंद्र        upkendr
उपकेन्द्रों       upkendron
उपकेश upkesh
उपक्रम      upkrm
उपक्रमण   upkrmn
उपक्रमणिका  upkrmnikaa
उपक्रमों        upkrmon
उपक्रामी        upkraami
उपक्षय      upksy
उपक्षार   upksaar
उपखंड upkhnd
उपखण्ड      upkhnd
उपखाड़ी      upkhaadi
उपख्यान   upkhyaan
उपगण    upgan
उपगामी      upgaaami
उपगीत upgait
उपगुप्त   upgaupt
उपग्रह      upgarh
उपग्रहीय        upgarhiy
उपग्रहों        upgarhon
उपग्राम   upgaraam
उपचय    upchy
उपचयाधार        upchyaadhaar
उपचर्म      upcharm
उपचार upchaar
उपचारात्मक  upchaaraatmk
उपचारिका        upchaarikaa
उपचारित   upchaarit
उपचारी      upchaari
उपचारों   upchaaron
उपचित upchit
उपचित्र   upchitr
उपचुनाव   upchunaav
उपज       upaj
उपजता upjtaa
उपजना upjnaa
उपजा    upjaa
उपजाऊ upjaaoo
उपजाए upjaae
उपजात upjaat
उपजाति      upjaati
उपजातियाँ     upjaatiyaan
उपजातियों     upjaatiyon
उपजाने      upjaane
उपजाया      upjaayaa
उपजिला      upjilaa
उपजी    upji
उपजीवन      upjivan
उपजे    upje
उपज्ञा      upgyaa
उपज्ञाता        upgyaataa
उपठेका      uptheka
उपठेकेदार     upthekaar
उपतंत्र   uptantra
उपदान updaan
उपदेश updesh
उपदेशक      updeshak
उपदेशात्मक  updeshaatmak
उपदेशों   updeshon
उपदेश्य   updeshy
उपद्रवकारिता    updravkaaritaa
उपद्रवकारी  updravkaari
उपद्रवपूर्ण       updravpurn
उपद्रविता     updravitaa
उपद्रवी   updravi
उपद्रवों        updrvon
उपधारा      updhaaraa
उपधृति      updhriti
उपनगर upangar
उपनगरवासी     upangarvaasi
उपनगरीय   upangariy
उपनगरों   upangaron
उपनदियाँ        upandiyaan
उपनयन upnayan
उपनाम upnaam
उपनामों   upnaamon
उपनाह upnaah
उपनिदेशक        upnideshk
उपनिधाता        upnidhaataa
उपनियम      upniyam
उपनिरीक्षक  upnirikshk
उपनिर्वाचन  upnirvaachan
उपनिवेश   upnivesh
उपनिवेशक        upniveshk
उपनिवेशवाद  upniveshvaad
उपनिवेशवादियों      upniveshvaadiyon
उपनिवेशी        upniveshi
उपनिवेशीकरण       upniveshikarn
उपनिवेशीय     upniveshiy
उपनिवेशों     upniveshon
उपनिषद      upnishd
उपनिषदो   upnishdo
उपनिषदों        upnishdon
उपनिषद्   upnishd
उपनेता      upnaa
उपनेत्र   upnetr
उपनेमका   upnemkaa
उपन्यास   upnyaas
उपन्यासकार  upnyaaskaar
उपन्यासकारों    upnyaaskaaron
उपन्यासिका  upnyaasikaa
उपन्यासों     upnyaason
उपपट्टा   uppattaa
उपपट्टेदारी       uppattaari
उपपद    uppad
उपपरिवार        upprivaar
उपपादक      uppaadak
उपपादन      uppaadan
उपपाद्य   uppaady
उपपुर uppur
उपपृष्ठ   uppristh
उपप्रकार        upprakaar
उपप्रजाति     upprajaati
उपप्रधानमंत्री      upprdhaanmntri
उपप्रमुख        upprmukh
उपप्रमेय        upprmey
उपबंध upbandh
उपबंधक      upbandhak
उपबंधित   upbandhit
उपबंधों   upbandhon
उपबन्धित        upbandhit
उपबर्हण   upbarhan
उपबोली      upboli
उपभवन upbhavn
उपभाग upbhaaga
उपभाषा      upbhaasaa
उपभाषाएँ        upbhaasaaen
उपभाषाओं        upbhaasaaon
उपभुक्त   upbhukt
उपभेद upbhed
उपभेदों   upbhedon
उपभोक्ता        upbhoktaa
उपभोक्ताओं  upbhoktaaon
उपभोक्तावाद       upbhoktaavaad
उपभोक्तावादी    upbhoktaavaadi
उपभोग upbhoga
उपभोगता   upbhogataa
उपभोजित   upbhojit
उपभोज्य   upbhojy
उपमंडल      upmndl
उपमंत्री        upmntri
उपमण्डल   upmndl
उपमहाद्वीप  upmhaadvip
उपमहाद्वीपीय    upmhaadvipiy
उपमहानिदेशक       upmhaanideshk
उपमा    upmaa
उपमाओं      upmaaon
उपमान upmaan
उपमुख्यमंत्री upmukhymntri
उपमेय upmey
उपयंत्र   upyantr
उपयाजक      upyaajk
उपयुक्त   upyukt
उपयुक्तता     upyukttaa
उपयोक्ता        upyoktaa
उपयोक्ताओं  upyoktaaon
उपयोग upyoga
उपयोगकर्ता  upyogakrtaa
उपयोगकर्ताओं    upyogakrtaaon
उपयोगिता        upyogaitaa
उपयोगिताओं  upyogaitaaon
उपयोगितावाद       upyogaitaavaad
उपयोगितावादी    upyogaitaavaadi
उपयोगी      upyogai
उपयोगीकरण     upyogaikrn
उपयोगों   upyogaon
उपयोजना   upyojnaa
उपय्योगी        upyyogai
उपर       upar
उपरति uprti
उपरना uprnaa
उपरला uprlaa
उपरवार      uprvaar
उपराजदूत        upraajdut
उपराजप      upraajp
उपराजा      upraajaa
उपराज्यपाल  upraajypaal
उपरान्त   upraant
उपराष्ट्रपति    upraastrpti
उपराष्ट्रपतित्व   upraastrptitv
उपरि    upri
उपरिकेंद्र  uprikendr
उपरिवर्ती     uprivrti
उपरिव्यय        uprivyy
उपरिशायी        uprishaayi
उपरी    upri
उपरोक्त   uprokt
उपरोक्तानुसार uproktaanusaar
उपरोप uprop
उपर्युक्त     upryukt
उपल       upal
उपलक्ष      uplaksh
उपलक्षक   uplakshak
उपलक्षण   uplakshan
उपलक्षित        uplaksit
उपलक्ष्य        uplaksy
उपलब्द्ध        uplabddh
उपलब्द्धि     uplabddhi
उपलब्ध      uplabdh
उपलब्धता        uplabdhtaa
उपलब्धि   uplabdhi
उपलब्धियाँ  uplabdhiyaan
उपलब्धियां  uplabdhiyaan
उपलब्धियों  uplabdhiyon
उपलभ्य      uplabhy
उपलवृष्टि     uplvrishti
उपला    uplaa
उपलेख uplekh
उपवंश upvansh
उपवन    upvan
उपवर्गों        upvrgaon
उपवाक्य   upvaakya
उपवास upvaas
उपविजेता        upvijeta
उपविधियों     upvidhiyon
उपविष्ट   upvist
उपवीत upvit
उपवीथी      upvithi
उपवेद upved
उपव्यवसाय     upvyavsaay
उपशब्द      upshabd
उपशम    upsham
उपशमन upshaman
उपशमनीय   upshmniy
उपशाखा      upshaakhaa
उपशिक्षक        upshiksk
उपशीर्षक        upshirsk
उपशुल्क   upshulk
उपश्रुति        upshruti
उपश्रेणियाँ       upshreniyaan
उपश्रेणियों       upshreniyon
उपश्रेणी        upshreni
उपसंपादक        upsampaadk
उपसंवर्ध        upsanvrdh
उपसंहार   upsamhaar
उपसचिव      upsachiv
उपसभापति        upsabhaapti
उपसमिति   upsamiti
उपसमुच्चय     upsamuchchay
उपसमूह      upsamuh
उपसर्ग      upsarga
उपसर्गों        upsargaon
उपसादन      upsaadan
उपसाधक      upsaadhak
उपसाधन      upsaadhan
उपसौर upsaur
उपस्कर      upskar
उपस्करों        upskron
उपस्कृत   upskrit
उपस्तरण   upstrn
उपस्थ upsth
उपस्थापक        upsthaapk
उपस्थापन        upsthaapn
उपस्थापित     upsthaapit
उपस्थित   upsthit
उपस्थिति        upsthiti
उपस्थितिपंजी    upsthitipnji
उपस्री      upsri
उपहार uphaar
उपहारदान        uphaardaan
उपहारों   uphaaron
उपहास uphaas
उपहासपूर्ण  uphaaspurn
उपहासी      uphaasi
उपांग upaanga
उपांगीय   upaangaiy
उपांग्      upaanga
उपांतिक   upaantik
उपाकर्म   upaakrm
उपाख्यान        upaakhyaan
उपाख्यानात्मक upaakhyaanaatmk
उपाख्यानों  upaakhyaanon
उपागम upaagam
उपादान      upaadaan
उपादानों        upaadaanon
उपादेय      upaadey
उपादेयता        upaadeytaa
उपाधि upaadhi
उपाधिधारी     upaadhidhaari
उपाधिपत्र     upaadhiptr
उपाधियाँ        upaadhiyaan
उपाधियां        upaadhiyaan
उपाधियों        upaadhiyon
उपाधी upaadhi
उपाध्यक्ष     upaadhyks
उपाध्याय        upaadhyaay
उपाध्यायानी       upaadhyaayaani
उपान    upaan
उपापचय      upaapchy
उपापचयी   upaapchyi
उपाबंध      upaabndh
उपाय    upaay
उपायतः      upaaytah
उपायन upaayn
उपायुक्त        upaayukt
उपायों      upaayon
उपायोजक   upaayojk
उपार्जन   upaarjn
उपार्जित        upaarjit
उपार्थ      upaarth
उपालंभ      upaalnbh
उपाश्रय   upaashry
उपाश्रित        upaashrit
उपासक upaask
उपासकों   upaaskon
उपासन upaasn
उपासना      upaasnaa
उपासनागृह     upaasnaagarih
उपासनीय   upaasniy
उपासा upaasaa
उपास्थि   upaasthi
उपास्य      upaasy
उपेंद्र   upendr
उपेक्षक   upeksk
उपेक्षणीय     upeksniy
उपेक्षा   upeksaa
उपेक्षाकारी       upeksaakaari
उपेक्षापूर्ण    upeksaapurn
उपेक्षापूर्वक upeksaapurvk
उपेक्षावस्था    upeksaavsthaa
उपेक्षाशील  upeksaashil
उपेक्षित        upeksit
उपेक्षिता     upeksitaa
उपेक्ष्य        upeksy
उपेन्द्र        upendr
उपेन्द्रनाथ       upendrnaath
उपोत्पाद        upotpaad
उपोष्ण      uposhn
उपोष्णीय        uposhniy
उप्साला   upsaalaa
उफ  uf
उफनना ufnanaa
उफान    ufaan
उबंटू ubntu
उबकना ubknaa
उबकाई ubkaaee
उबटन    ubtn
उबर       ubr
उबरकर ubrkr
उबरना ubrnaa
उबरने ubrne
उबलता ubltaa
उबलते ublte
उबलना ublnaa
उबलने ublne
उबला    ublaa
उबले    uble
उबाऊ    ubaaoo
उबार    ubaar
उबारना      ubaarnaa
उबारने      ubaarne
उबारा ubaaraa
उबाल    ubaal
उबालकर      ubaalkr
उबालते      ubaalte
उबालना      ubaalnaa
उबालने      ubaalne
उबाला ubaalaa
उबालें      ubaalen
उबासी ubaasi
उब्लांक   ublaank
उब्लियट   ubliyt
उभय       ubhy
उभयचर ubhychr
उभयचरों   ubhychron
उभयनिष्ठ        ubhynisth
उभयरोधी   ubhyrodhi
उभयलिंग   ubhylinga
उभयलिंगता     ubhylingataa
उभयलिंगिता  ubhylingaitaa
उभयलिंगी        ubhylingai
उभयलैंगिकता       ubhylaingaiktaa
उभयोष्ट्य     ubhyosty
उभर       ubhar
उभरकर ubharkr
उभरता ubhartaa
उभरती ubharti
उभरते ubharte
उभरना ubharnaa
उभरने ubharne
उभरा    ubhraa
उभरी    ubhri
उभरे    ubhre
उभरेगा      ubhraaa
उभाड    ubhaad
उभार    ubhaar
उभारक ubhaark
उभारदार   ubhaardaar
उभारना      ubhaarnaa
उभारने      ubhaarne
उभारा ubhaaraa
उभारों      ubhaaron
उभालना      ubhaalnaa
उभाड़    ubhaad
उभियाना   ubhiyaanaa
उभड़ना ubhdnaa
उभड़नेवाला     ubhdnaalaa
उमंग    umnga
उमंगें      umngaen
उमंगों      umngaon
उमग       umga
उमड       umd
उमय्यद      umyyd
उमर       umr
उमरकोट      umrkot
उमरा    umraa
उमराव umraav
उमरिया      umriyaa
उमरी    umri
उमस       ums
उमसपन umspn
उमा       umaa
उमाकांत   umaakaant
उमानाथ      umaanaath
उमापति      umaapti
उमाशंकर   umaashnkr
उमेटना      umetnaa
उमेठना      umethnaa
उमेद    umed
उमेश    umesh
उम्दा umdaa
उम्मिदवार     ummidvaar
उम्मीद      ummid
उम्मीदवार     ummidvaar
उम्मीदवारी  ummidvaari
उम्मीदवारों       ummidvaaron
उम्मीदे   ummide
उम्मीदें        ummiden
उम्मीदों        ummidon
उम्मेद      ummed
उम्र    umr
उम्रकैद   umrkaid
उम्रकैदी        umrkaidi
उम्रक़ैद   umrkaid
उमड़       umd
उमड़ना umdnaa
उमड़ने umdne
उमड़ा    umdaa
उमड़ाना      umdaanaa
उमड़ी    umdi
उर  ur
उरई       uree
उरग       urga
उरण       urn
उरद       urd
उरसिज ursij
उराँव uraanv
उरी       uri
उरुग्वे   urugave
उरुबू urubu
उरेह    ureh
उरोस्थि   urosthi
उर्जा urjaa
उर्दु urdu
उर्दू urdu
उर्ध्व      urdhv
उर्ध्वगामी  urdhvgaaami
उर्ध्ववृत्तचिट्र        urdhvvrittchitr
उर्ध्वाधर     urdhvaadhr
उर्मिला   urmilaa
उर्वर urvr
उर्वरक      urvrk
उर्वरकों        urvrkon
उर्वरण      urvrn
उर्वरता   urvrtaa
उर्वरा      urvraa
उर्वराशक्ति       urvraashkti
उर्वशी      urvshi
उलंघन ulanghn
उलझ       ulajh
उलझती uljhti
उलझन    uljhn
उलझना uljhnaa
उलझने uljhne
उलझनें      uljhnen
उलझनों      uljhnon
उलझा    uljhaa
उलझाए uljhaae
उलझाना      uljhaanaa
उलझी    uljhi
उलझे    uljhe
उलझेड़ा      uljhaa
उलट       ult
उलटकर ulatkar
उलटना ulatnaa
उलटनीय      ultniy
उलटने ultne
उलटफेर      ultfer
उलटवाँसी        ultvaansi
उलटा    ultaa
उलटाना      ultaanaa
उलटाव ultaav
उलटी    ulti
उलटे    ulte
उलथा    ulthaa
उलप्य ulpy
उलमा    ulmaa
उलहना ulhnaa
उलाहना      ulaahnaa
उलिचना      ulichnaa
उलूक    uluk
उलूखल ulukhl
उलूपी ulupi
उलूम    ulum
उलेमा ulaa
उलेमाओं   ulaaon
उल्का ulkaa
उल्कापात        ulkaapaat
उल्कापिंड     ulkaapind
उल्काश्मिक  ulkaashmik
उल्झन uljhn
उल्टा ultaa
उल्टियाँ        ultiyaan
उल्टी ulti
उल्टे ulte
उल्फा ulfaa
उल्लंघन   ullanghan
उल्लंघनों     ullnghnon
उल्लंधन   ullandhan
उल्लघंन   ullanghnn
उल्लसित   ullsit
उल्ला ullaa
उल्लास      ullaas
उल्लासपूर्ण       ullaaspurn
उल्लासोन्माद    ullaasonmaad
उल्लाह      ullaah
उल्लिखित        ullikhit
उल्लू ullu
उल्लेख      ullekh
उल्लेखन   ullekhn
उल्लेखनीय     ullekhniy
उल्लेखित        ullekhit
उल्लेखों        ullekhon
उल्स्टर   ulstar
उल्हास      ulhaas
उल्हासनगर     ulhaasngar
उल्हासपूर्वक    ulhaaspurvk
उष  ush
उषा       ushaa
उषाकर ushaakar
उषाकाल      ushaakaal
उष्ण    ushan
उष्णकटिबंध  ushnkatibandh
उष्णकटिबंधीय    ushnkatibandhiy
उष्णकटिबन्ध       ushnkatibndh
उष्णकटिबन्धी    ushnktibndhi
उष्णकाल   ushnkaal
उष्णता      ushntaa
उष्णप्रदेशीय    ushnprdeshiy
उष्णीष      ushnish
उष्णोत्स        ushnots
उष्म    ushm
उष्मक ushmk
उष्मा ushmaa
उष्मिक      ushmik
उष्मीय      ushmiy
उस  us
उसक       usk
उसका    uskaa
उसकी    uski
उसके    uske
उसको    usko
उसनना usnnaa
उसने    usne
उसपर    uspr
उसमान usmaan
उसमे    usme
उसमें usmen
उसर       usr
उसरी    usri
उससे    usse
उसास    usaas
उसी       usi
उसीके usike
उसीसा usisaa
उसूल    usul
उसूलों      usulon
उसे       use
उस्तरा      ustraa
उस्ता ustaa
उस्ताद      ustaad
उस्तादी   ustaadi
उस्तादों        ustaadon
उस्तुरा   usturaa
उस्मान      usmaan
उस्मानपुर     usmaanpur
उस्मानिया     usmaaniyaa
उस्मानी   usmaani
उहापोह      uhaapoh
उक़ाब    ukaab
उज़बेकिस्तान       uzbekistaan
उज़्बेक      uzbek
उज़्बेकिस्तान    uzbekistaan
उड़कर    udkr
उड़ते    udte
उड़द       udd
उड़न       udn
उड़नदस्ता        udndstaa
उड़ना    udnaa
उड़ने    udne
उड़नेवाला        udnaalaa
उड़ा       udaa
उड़ाई    udaaee
उड़ाऊ    udaaoo
उड़ाकर udaakr
उड़ाका udaakaa
उड़ाते udaate
उड़ान    udaan
उड़ाना udaanaa
उड़ाने udaane
उड़ानें      udaanen
उड़ानों      udaanon
उड़ाया udaayaa
उड़िसा udisaa
उड़ीसा udisaa
उड़े       ude
उड़ेलना      udelnaa
उढ़री    urhri
उफ़  uf
ऊँ  oon
ऊँगलियों        oongaliyon
ऊँगली oongali
ऊँघ       oongh
ऊँच       oonch
ऊँचा    oonchaa
ऊँचाइयाँ        oonchaaiyaan
ऊँचाइयों        oonchaaiyon
ऊँचाई oonchaaee
ऊँची    oonchi
ऊँचे    oonche
ऊँचें oonchen
ऊँट       oont
ऊँटनी oontni
ऊँटों oonton
ऊंगली oongali
ऊंघना oonghnaa
ऊंघाई oonghaaee
ऊंच       oonch
ऊंचा    oonchaa
ऊंचाइयों        oonchaaiyon
ऊंचाई oonchaaee
ऊंचाहार   oonchaahaar
ऊंची    oonchi
ऊंचे    oonche
ऊंट       oont
ऊंटी    oonti
ऊंटों oonton
ऊख  ookh
ऊखल       ookhl
ऊचाई    oochaaee
ऊजल       oojl
ऊजड़       oojd
ऊटपटांग   ootptaanga
ऊटी       ooti
ऊतक       ootk
ऊतकीय ootkiy
ऊतकों ootkon
ऊति       ooti
ऊदबिलाव   oodbilaav
ऊदल       oodl
ऊदा       oodaa
ऊधमसिंह   oodhmsinh
ऊधमी    oodhmi
ऊन  oon
ऊनदार oondaar
ऊनी       ooni
ऊपर       oopr
ऊपरवाला   ooprvaalaa
ऊपरवाले   ooprvaale
ऊपरी    oopri
ऊफान    oofaan
ऊब  oob
ऊबना    oobnaa
ऊबाना oobaanaa
ऊमर       oomr
ऊमलायूट   oomlaayut
ऊरु       ooru
ऊर्जस्विता  oorjsvitaa
ऊर्जा oorjaa
ऊर्जावान        oorjaavaan
ऊर्जित      oorjit
ऊर्णायु   oornaayu
ऊर्दू oordu
ऊर्ध्व      oordhv
ऊर्ध्वगामी  oordhvgaaami
ऊर्ध्वता        oordhvtaa
ऊर्ध्वमुखी  oordhvmukhi
ऊर्ध्वरघात  oordhvrghaat
ऊर्ध्वा   oordhvaa
ऊर्ध्वाधर     oordhvaadhr
ऊल  ool
ऊलना    oolnaa
ऊषर       ooshar
ऊषा       ooshaa
ऊष्मप्रवैगिकी ooshmprvaigaiki
ऊष्मा ooshmaa
ऊष्मायन   ooshmaayn
ऊष्मायित्र  ooshmaayitr
ऊष्मीय      ooshmiy
ऊसन्धि      oosandhi
ऊसर       oosar
ऊहा       oohaa
ऊहापोह      oohaapoh
ऊफ़ा       oofaa
ऋक्       rik
ऋगवेद rigaved
ऋग्       riga
ऋग्वेद      rigaved
ऋग्वेदीय        rigavediy
ऋग्वैदिक        rigavaidik
ऋचा       richaa
ऋचाएँ richaaen
ऋचाओं richaaon
ऋचीक    richik
ऋजु       riju
ऋण  rin
ऋणग्रस्त        ringarst
ऋणग्रस्तता  ringarsttaa
ऋणदाता      rindaataa
ऋणदाताओं        rindaataaon
