अ	a
उत्पति	utpati
उत्पत्ति	utpatti
उत्पत्तिकार	utpattikaar
उत्पत्तिमूलक	utpattimoolak
उत्पत्तिस्थान	utpattisthaan
उत्पन्न	utpann
उत्पन्ना	utpanna
उत्परिवर्तजन	utparivartajan
उत्परिवर्तन	utparivartan
उत्परिवर्तनों	utparivartanon
उत्परिवर्ती	utparivartee
उत्पल	utpal
उत्पाटित	utpaatit
उत्पात	utpaat
उत्पाती	utpaatee
उत्पाद	utpaad
उत्पादक	utpaadak
उत्पादकता	utpaadakata
उत्पादकों	utpaadakon
उत्पादन	utpaadan
उत्पादनकर्ता	utpaadanakarta
उत्पादनों	utpaadanon
उत्पादित	utpaadit
उत्पादिता	utpaadita
उत्पादों	utpaadon
उत्पाद्य	utpaady
उत्पीडन	utpeedan
उत्पीड़क	utpeedak
उत्पीड़कता	utpeedakata
उत्पीड़न	utpeedan
उत्पीड़ित	utpeedit
उत्प्रवण	utpravan
उत्प्रवास	utpravaas
उत्प्रवासन	utpravaasan
उत्प्रेक्षा	utpreksha
उत्प्रेरक	utprerak
उत्प्रेरकों	utprerakon
उत्प्रेरण	utpreran
उत्प्रेरित	utprerit
उत्प्लव	utplav
उत्प्लावक	utplaavak
उत्प्लावकता	utplaavakata
उत्प्लावन	utplaavan
उत्फुल्लता	utphullata
उत्स	uts
उत्संग	utsang
उत्संगित	utsangit
उत्संस्करण	utsanskaran
उत्सरण	utsaran
उत्सर्ग	utsarg
उत्सर्गी	utsargee
उत्सर्जक	utsarjak
उत्सर्जन	utsarjan
उत्सर्जनीय	utsarjaneey
उत्सर्जित	utsarjit
उत्सर्जी	utsarjee
उत्सर्पी	utsarpee
उत्सव	utsav
उत्सवी	utsavee
उत्सवों	utsavon
उत्सागनि	utsaagani
उत्सादन	utsaadan
उत्साह	utsaah
उत्साहजनक	utsaahajanak
उत्साहपूर्ण	utsaahapoorn
उत्साहपूर्वक	utsaahapoorvak
उत्साहभंग	utsaahabhang
उत्साहयुक्त	utsaahayukt
उत्साहवर्धक	utsaahavardhak
उत्साहवर्धन	utsaahavardhan
उत्साहशील	utsaahasheel
उत्साहहीन	utsaahaheen
उत्साहित	utsaahit
उत्साही	utsaahee
उत्सुक	utsuk
उत्सुकता	utsukata
उत्सुकतापूर्ण	utsukataapoorn
उत्सुकतावश	utsukataavash
उत्सेध	utsedh
उथल	uthal
उथलपुथल	uthalaputhal
उथला	uthala
उथली	uthalee
उथले	uthale
उद	ud
उदंड	udand
उदंतिका	udantika
उदगम	udagam
उदगार	udagaar
उदग्र	udagr
उदग्रता	udagrata
उदघाटन	udaghaatan
उदजन	udajan
उदबोधन	udabodhan
उदभव	udabhav
उदभेदन	udabhedan
उदय	uday
उदयगिरि	udayagiri
उदयन	udayan
उदयपुर	udayapur
उदयपुरी	udayapuree
उदयरामपुर	udayaraamapur
उदयसिंह	udayasinh
उदयाचल	udayaachal
उदर	udar
उदरगर्त	udaragart
उदरशूल	udarashool
उदरसंधान	udarasandhaan
उदरहीन	udaraheen
उदरीय	udareey
उदवायी	udavaayee
उदश्रु	udashru
उदहारण	udahaaran
उदात्त	udaatt
उदात्तता	udaattata
उदान	udaan
उदार	udaar
उदारचरित	udaaracharit
उदारता	udaarata
उदारतापूर्ण	udaarataapoorn
उदारतापूर्वक	udaarataapoorvak
उदारतावाद	udaarataavaad
उदारतावादी	udaarataavaadee
उदारपंथी	udaarapanthee
उदारमना	udaaramana
उदारवाद	udaaravaad
उदारवादियों	udaaravaadiyon
उदारवादी	udaaravaadee
उदारहण	udaarahan
उदारीकरण	udaareekaran
उदास	udaas
उदासी	udaasee
उदासीन	udaaseen
उदासीनता	udaaseenata
उदासीनतापूर्वक	udaaseenataapoorvak
उदासीनीकरण	udaaseeneekaran
उदाहरण	udaaharan
उदाहरणतः	udaaharanatah
उदाहरणस्वरूप	udaaharanasvaroop
उदाहरणात्मक	udaaharanaatmak
उदाहरणार्थ	udaaharanaarth
उदाहरणों	udaaharanon
उदिक	udik
उदित	udit
उदीयमान	udeeyamaan
उदुंबर	udumbar
उदेश्य	udeshy
उद्	ud
उद्कीर्ण	udkeern
उद्गम	udgam
उद्गाता	udgaata
उद्गार	udgaar
उद्गारों	udgaaron
उद्ग्रहण	udgrahan
उद्ग्रहित	udgrahit
उद्घर्षण	udgharshan
उद्घाटन	udghaatan
उद्घाटनात्मक	udghaatanaatmak
उद्घाटित	udghaatit
उद्घोष	udghosh
उद्घोषक	udghoshak
उद्घोषणा	udghoshana
उद्घोषित	udghoshit
उद्दंड	uddand
उद्दंडता	uddandata
उद्दंडतापूर्ण	uddandataapoorn
उद्दर्शन	uddarshan
उद्दाम	uddaam
उद्दीपक	uddeepak
उद्दीपन	uddeepan
उद्दीप्त	uddeept
उद्देश	uddesh
उद्देशिका	uddeshika
उद्देश्य	uddeshy
उद्देश्यपूर्ण	uddeshyapoorn
उद्देश्यवाद	uddeshyavaad
उद्देश्यवादी	uddeshyavaadee
उद्देश्यहीन	uddeshyaheen
उद्देश्यहीनता	uddeshyaheenata
उद्देश्यों	uddeshyon
उद्धत	uddhat
उद्धतता	uddhatata
उद्धरण	uddharan
उद्धरणचिह्न	uddharanachihn
उद्धरणिका	uddharanika
उद्धरणीय	uddharaneey
उद्धरणों	uddharanon
उद्धव	uddhav
उद्धार	uddhaar
उद्धारक	uddhaarak
उद्धारकर्ता	uddhaarakarta
उद्धृत	uddhrt
उद्धेश्य	uddheshy
उद्बंधित	udbandhit
उद्बोधन	udbodhan
उद्भव	udbhav
उद्भवन	udbhavan
उद्भावन	udbhaavan
उद्भावना	udbhaavana
उद्भूत	udbhoot
उद्भूति	udbhooti
उद्भेद	udbhed
उद्भेदन	udbhedan
उद्भ्रम	udbhram
उद्यत	udyat
उद्यम	udyam
उद्यमशीलता	udyamasheelata
उद्यमिता	udyamita
उद्यमियों	udyamiyon
उद्यमी	udyamee
उद्यमों	udyamon
उद्यान	udyaan
उद्यानकृषक	udyaanakrshak
उद्यानकृषि	udyaanakrshi
उद्यानस्थल	udyaanasthal
उद्यानिकी	udyaanikee
उद्यानों	udyaanon
उद्योग	udyog
उद्योगतंत्र	udyogatantr
उद्योगतंत्रवादी	udyogatantravaadee
उद्योगपति	udyogapati
उद्योगपतियों	udyogapatiyon
उद्योगवाद	udyogavaad
उद्योगव्यापी	udyogavyaapee
उद्योगशाला	udyogashaala
उद्योगिता	udyogita
उद्योगों	udyogon
उद्वह	udvah
उद्वहन	udvahan
उद्विग्न	udvign
उद्विग्नतः	udvignatah
उद्विग्नतापूर्वक	udvignataapoorvak
उद्वेग	udveg
उद्वेगकर	udvegakar
उद्वेगकारी	udvegakaaree
उद्वेगजनक	udvegajanak
उद्वेलन	udvelan
उद्वेलित	udvelit
उधम	udham
उधमपुर	udhamapur
उधमसिंह	udhamasinh
उधमसिंहनगर	udhamasinhanagar
उधमी	udhamee
उधर	udhar
उधार	udhaar
उधारकर्ता	udhaarakarta
उधारकर्ताओं	udhaarakartaon
उधारदाता	udhaaradaata
उधारदाताओं	udhaaradaataon
उधारना	udhaarana
उधारी	udhaaree
उधेड़ना	udhedana
उधेड़बुन	udhedabun
उधड़न	udhadan
उधड़ना	udhadana
उन	un
उनक	unak
उनका	unaka
उनकि	unaki
उनकी	unakee
उनके	unake
उनको	unako
उनकों	unakon
उनतीस	unatees
उनने	unane
उनपर	unapar
उनमे	uname
उनमें	unamen
उनलोगों	unalogon
उनसठ	unasath
उनसे	unase
उनहे	unahe
उनहोंने	unahonne
उना	una
उनासी	unaasee
उनींद	uneend
उनींदा	uneenda
उनींदापन	uneendaapan
उनींदी	uneendee
उन्नत	unnat
उन्नतांश	unnataansh
उन्नति	unnati
उन्नतिशील	unnatisheel
उन्नतिशीलता	unnatisheelata
उन्नतोदर	unnatodar
उन्नमनी	unnamanee
उन्नयन	unnayan
उन्नाव	unnaav
उन्निद्र	unnidr
उन्नी	unnee
उन्नीकृष्णन	unneekrshnan
उन्नीत	unneet
उन्नीस	unnees
उन्नीसवाँ	unneesavaan
उन्नीसवां	unneesavaan
उन्नीसवी	unneesavee
उन्नीसवीं	unneesaveen
उन्मंडल	unmandal
उन्मत	unmat
उन्मत्त	unmatt
उन्मत्तता	unmattata
उन्मत्तालय	unmattaalay
उन्माद	unmaad
उन्मादपूर्ण	unmaadapoorn
उन्मादी	unmaadee
उन्मार्गी	unmaargee
उन्मुक्त	unmukt
उन्मुक्तता	unmuktata
उन्मुख	unmukh
उन्मुखता	unmukhata
उन्मुखीकरण	unmukheekaran
उन्मूलक	unmoolak
उन्मूलन	unmoolan
उन्मूलनवाद	unmoolanavaad
उन्मूलनवादी	unmoolanavaadee
उन्मूलनीय	unmoolaneey
उन्मोचन	unmochan
उन्ह	unh
उन्ही	unhee
उन्हीं	unheen
उन्हे	unhe
उन्हें	unhen
उन्हैं	unhain
उन्हों	unhon
उन्होंने	unhonne
उन्होंनें	unhonnen
उन्होने	unhone
उन्होनें	unhonen
उप	up
उपअपराध	upaparaadh
उपकंठ	upakanth
उपकक्ष	upakaksh
उपकथा	upakatha
उपकथानक	upakathaanak
उपकप्तान	upakaptaan
उपकर	upakar
उपकरण	upakaran
उपकरणो	upakarano
उपकरणों	upakaranon
उपकला	upakala
उपकल्प	upakalp
उपकल्पन	upakalpan
उपकल्पना	upakalpana
उपकल्पित	upakalpit
उपकार	upakaar
उपकारी	upakaaree
उपकुल	upakul
उपकुलपति	upakulapati
उपकृत	upakrt
उपकृषक	upakrshak
उपकेंद्र	upakendr
उपकेन्द्रों	upakendron
उपकेश	upakesh
उपक्रम	upakram
उपक्रमण	upakraman
उपक्रमणिका	upakramanika
उपक्रमों	upakramon
उपक्रामी	upakraamee
उपक्षय	upakshay
उपक्षार	upakshaar
उपखंड	upakhand
उपखण्ड	upakhand
उपखाड़ी	upakhaadee
उपख्यान	upakhyaan
उपगण	upagan
उपगामी	upagaamee
उपगीत	upageet
उपगुप्त	upagupt
उपग्रह	upagrah
उपग्रहीय	upagraheey
उपग्रहों	upagrahon
उपग्राम	upagraam
उपचय	upachay
उपचयाधार	upachayaadhaar
उपचर्म	upacharm
उपचार	upachaar
उपचारात्मक	upachaaraatmak
उपचारिका	upachaarika
उपचारित	upachaarit
उपचारी	upachaaree
उपचारों	upachaaron
उपचित	upachit
उपचित्र	upachitr
उपचुनाव	upachunaav
उपज	upaj
उपजता	upajata
उपजना	upajana
उपजा	upaja
उपजाऊ	upajaoo
उपजाए	upajae
उपजात	upajaat
उपजाति	upajaati
उपजातियाँ	upajaatiyaan
उपजातियों	upajaatiyon
उपजाने	upajaane
उपजाया	upajaaya
उपजिला	upajila
उपजी	upajee
उपजीवन	upajeevan
उपजे	upaje
उपज्ञा	upagya
उपज्ञाता	upagyaata
उपठेका	upatheka
उपठेकेदार	upathekedaar
उपतंत्र	upatantr
उपदान	upadaan
उपदेश	upadesh
उपदेशक	upadeshak
उपदेशात्मक	upadeshaatmak
उपदेशों	upadeshon
उपदेश्य	upadeshy
उपद्रवकारिता	upadravakaarita
उपद्रवकारी	upadravakaaree
उपद्रवपूर्ण	upadravapoorn
उपद्रविता	upadravita
उपद्रवी	upadravee
उपद्रवों	upadravon
उपधारा	upadhaara
उपधृति	upadhrti
उपनगर	upanagar
उपनगरवासी	upanagaravaasee
उपनगरीय	upanagareey
उपनगरों	upanagaron
उपनदियाँ	upanadiyaan
उपनयन	upanayan
उपनाम	upanaam
उपनामों	upanaamon
उपनाह	upanaah
उपनिदेशक	upanideshak
उपनिधाता	upanidhaata
उपनियम	upaniyam
उपनिरीक्षक	upanireekshak
उपनिर्वाचन	upanirvaachan
उपनिवेश	upanivesh
उपनिवेशक	upaniveshak
उपनिवेशवाद	upaniveshavaad
उपनिवेशवादियों	upaniveshavaadiyon
उपनिवेशी	upaniveshee
उपनिवेशीकरण	upanivesheekaran
उपनिवेशीय	upanivesheey
उपनिवेशों	upaniveshon
उपनिषद	upanishad
उपनिषदो	upanishado
उपनिषदों	upanishadon
उपनिषद्	upanishad
उपनेता	upaneta
उपनेत्र	upanetr
उपनेमका	upanemaka
उपन्यास	upanyaas
उपन्यासकार	upanyaasakaar
उपन्यासकारों	upanyaasakaaron
उपन्यासिका	upanyaasika
उपन्यासों	upanyaason
उपपट्टा	upapatta
उपपट्टेदारी	upapattedaaree
उपपद	upapad
उपपरिवार	upaparivaar
उपपादक	upapaadak
उपपादन	upapaadan
उपपाद्य	upapaady
उपपुर	upapur
उपपृष्ठ	upaprshth
उपप्रकार	upaprakaar
उपप्रजाति	upaprajaati
उपप्रधानमंत्री	upapradhaanamantree
उपप्रमुख	upapramukh
उपप्रमेय	upapramey
उपबंध	upabandh
उपबंधक	upabandhak
उपबंधित	upabandhit
उपबंधों	upabandhon
उपबन्धित	upabandhit
उपबर्हण	upabarhan
उपबोली	upabolee
उपभवन	upabhavan
उपभाग	upabhaag
उपभाषा	upabhaasha
उपभाषाएँ	upabhaashaen
उपभाषाओं	upabhaashaon
उपभुक्त	upabhukt
उपभेद	upabhed
उपभेदों	upabhedon
उपभोक्ता	upabhokta
उपभोक्ताओं	upabhoktaon
उपभोक्तावाद	upabhoktaavaad
उपभोक्तावादी	upabhoktaavaadee
उपभोग	upabhog
उपभोगता	upabhogata
उपभोजित	upabhojit
उपभोज्य	upabhojy
उपमंडल	upamandal
उपमंत्री	upamantree
उपमण्डल	upamandal
उपमहाद्वीप	upamahaadveep
उपमहाद्वीपीय	upamahaadveepeey
उपमहानिदेशक	upamahaanideshak
उपमा	upama
उपमाओं	upamaon
उपमान	upamaan
उपमुख्यमंत्री	upamukhyamantree
उपमेय	upamey
उपयंत्र	upayantr
उपयाजक	upayaajak
उपयुक्त	upayukt
उपयुक्तता	upayuktata
उपयोक्ता	upayokta
उपयोक्ताओं	upayoktaon
उपयोग	upayog
उपयोगकर्ता	upayogakarta
उपयोगकर्ताओं	upayogakartaon
उपयोगिता	upayogita
उपयोगिताओं	upayogitaon
उपयोगितावाद	upayogitaavaad
उपयोगितावादी	upayogitaavaadee
उपयोगी	upayogee
उपयोगीकरण	upayogeekaran
उपयोगों	upayogon
उपयोजना	upayojana
उपय्योगी	upayyogee
उपर	upar
उपरति	uparati
उपरना	uparana
उपरला	uparala
उपरवार	uparavaar
उपराजदूत	uparaajadoot
उपराजप	uparaajap
उपराजा	uparaaja
उपराज्यपाल	uparaajyapaal
उपरान्त	uparaant
उपराष्ट्रपति	uparaashtrapati
उपराष्ट्रपतित्व	uparaashtrapatitv
उपरि	upari
उपरिकेंद्र	uparikendr
उपरिवर्ती	uparivartee
उपरिव्यय	uparivyay
उपरिशायी	uparishaayee
उपरी	uparee
उपरोक्त	uparokt
उपरोक्तानुसार	uparoktaanusaar
उपरोप	uparop
उपर्युक्त	uparyukt
उपल	upal
उपलक्ष	upalaksh
उपलक्षक	upalakshak
उपलक्षण	upalakshan
उपलक्षित	upalakshit
उपलक्ष्य	upalakshy
उपलब्द्ध	upalabddh
उपलब्द्धि	upalabddhi
उपलब्ध	upalabdh
उपलब्धता	upalabdhata
उपलब्धि	upalabdhi
उपलब्धियाँ	upalabdhiyaan
उपलब्धियां	upalabdhiyaan
उपलब्धियों	upalabdhiyon
उपलभ्य	upalabhy
उपलवृष्टि	upalavrshti
उपला	upala
उपलेख	upalekh
उपवंश	upavansh
उपवन	upavan
उपवर्गों	upavargon
उपवाक्य	upavaaky
उपवास	upavaas
उपविजेता	upavijeta
उपविधियों	upavidhiyon
उपविष्ट	upavisht
उपवीत	upaveet
उपवीथी	upaveethee
उपवेद	upaved
उपव्यवसाय	upavyavasaay
उपशब्द	upashabd
उपशम	upasham
उपशमन	upashaman
उपशमनीय	upashamaneey
उपशाखा	upashaakha
उपशिक्षक	upashikshak
उपशीर्षक	upasheershak
उपशुल्क	upashulk
उपश्रुति	upashruti
उपश्रेणियाँ	upashreniyaan
उपश्रेणियों	upashreniyon
उपश्रेणी	upashrenee
उपसंपादक	upasampaadak
उपसंवर्ध	upasanvardh
उपसंहार	upasanhaar
उपसचिव	upasachiv
उपसभापति	upasabhaapati
उपसमिति	upasamiti
उपसमुच्चय	upasamuchchay
उपसमूह	upasamooh
उपसर्ग	upasarg
उपसर्गों	upasargon
उपसादन	upasaadan
उपसाधक	upasaadhak
उपसाधन	upasaadhan
उपसौर	upasaur
उपस्कर	upaskar
उपस्करों	upaskaron
उपस्कृत	upaskrt
उपस्तरण	upastaran
उपस्थ	upasth
उपस्थापक	upasthaapak
उपस्थापन	upasthaapan
उपस्थापित	upasthaapit
उपस्थित	upasthit
उपस्थिति	upasthiti
उपस्थितिपंजी	upasthitipanjee
उपस्री	upasree
उपहार	upahaar
उपहारदान	upahaaradaan
उपहारों	upahaaron
उपहास	upahaas
उपहासपूर्ण	upahaasapoorn
उपहासी	upahaasee
उपांग	upaang
उपांगीय	upaangeey
उपांग्	upaang
उपांतिक	upaantik
उपाकर्म	upaakarm
उपाख्यान	upaakhyaan
उपाख्यानात्मक	upaakhyaanaatmak
उपाख्यानों	upaakhyaanon
उपागम	upaagam
उपादान	upaadaan
उपादानों	upaadaanon
उपादेय	upaadey
उपादेयता	upaadeyata
उपाधि	upaadhi
उपाधिधारी	upaadhidhaaree
उपाधिपत्र	upaadhipatr
उपाधियाँ	upaadhiyaan
उपाधियां	upaadhiyaan
उपाधियों	upaadhiyon
उपाधी	upaadhee
उपाध्यक्ष	upaadhyaksh
उपाध्याय	upaadhyaay
उपाध्यायानी	upaadhyaayaanee
उपान	upaan
उपापचय	upaapachay
उपापचयी	upaapachayee
उपाबंध	upaabandh
उपाय	upaay
उपायतः	upaayatah
उपायन	upaayan
उपायुक्त	upaayukt
उपायों	upaayon
उपायोजक	upaayojak
उपार्जन	upaarjan
उपार्जित	upaarjit
उपार्थ	upaarth
उपालंभ	upaalambh
उपाश्रय	upaashray
उपाश्रित	upaashrit
उपासक	upaasak
उपासकों	upaasakon
उपासन	upaasan
उपासना	upaasana
उपासनागृह	upaasanaagrh
उपासनीय	upaasaneey
उपासा	upaasa
उपास्थि	upaasthi
उपास्य	upaasy
उपेंद्र	upendr
उपेक्षक	upekshak
उपेक्षणीय	upekshaneey
उपेक्षा	upeksha
उपेक्षाकारी	upekshaakaaree
उपेक्षापूर्ण	upekshaapoorn
उपेक्षापूर्वक	upekshaapoorvak
उपेक्षावस्था	upekshaavastha
उपेक्षाशील	upekshaasheel
उपेक्षित	upekshit
उपेक्षिता	upekshita
उपेक्ष्य	upekshy
उपेन्द्र	upendr
उपेन्द्रनाथ	upendranaath
उपोत्पाद	upotpaad
उपोष्ण	uposhn
उपोष्णीय	uposhneey
उप्साला	upsaala
उफ	uph
उफनना	uphanana
उफान	uphaan
उबंटू	ubantoo
उबकना	ubakana
उबकाई	ubakaee
उबटन	ubatan
उबर	ubar
उबरकर	ubarakar
उबरना	ubarana
उबरने	ubarane
उबलता	ubalata
उबलते	ubalate
उबलना	ubalana
उबलने	ubalane
उबला	ubala
उबले	ubale
उबाऊ	ubaoo
उबार	ubaar
उबारना	ubaarana
उबारने	ubaarane
उबारा	ubaara
उबाल	ubaal
उबालकर	ubaalakar
उबालते	ubaalate
उबालना	ubaalana
उबालने	ubaalane
उबाला	ubaala
उबालें	ubaalen
उबासी	ubaasee
उब्लांक	ublaank
उब्लियट	ubliyat
उभय	ubhay
उभयचर	ubhayachar
उभयचरों	ubhayacharon
उभयनिष्ठ	ubhayanishth
उभयरोधी	ubhayarodhee
उभयलिंग	ubhayaling
उभयलिंगता	ubhayalingata
उभयलिंगिता	ubhayalingita
उभयलिंगी	ubhayalingee
उभयलैंगिकता	ubhayalaingikata
उभयोष्ट्य	ubhayoshty
उभर	ubhar
उभरकर	ubharakar
उभरता	ubharata
उभरती	ubharatee
उभरते	ubharate
उभरना	ubharana
उभरने	ubharane
उभरा	ubhara
उभरी	ubharee
उभरे	ubhare
उभरेगा	ubharega
उभाड	ubhaad
उभार	ubhaar
उभारक	ubhaarak
उभारदार	ubhaaradaar
उभारना	ubhaarana
उभारने	ubhaarane
उभारा	ubhaara
उभारों	ubhaaron
उभालना	ubhaalana
उभाड़	ubhaad
उभियाना	ubhiyaana
उभड़ना	ubhadana
उभड़नेवाला	ubhadanevaala
उमंग	umang
उमंगें	umangen
उमंगों	umangon
उमग	umag
उमड	umad
उमय्यद	umayyad
उमर	umar
उमरकोट	umarakot
उमरा	umara
उमराव	umaraav
उमरिया	umariya
उमरी	umaree
उमस	umas
उमसपन	umasapan
उमा	uma
उमाकांत	umaakaant
उमानाथ	umaanaath
उमापति	umaapati
उमाशंकर	umaashankar
उमेटना	umetana
उमेठना	umethana
उमेद	umed
उमेश	umesh
उम्दा	umda
उम्मिदवार	ummidavaar
उम्मीद	ummeed
उम्मीदवार	ummeedavaar
उम्मीदवारी	ummeedavaaree
उम्मीदवारों	ummeedavaaron
उम्मीदे	ummeede
उम्मीदें	ummeeden
उम्मीदों	ummeedon
उम्मेद	ummed
उम्र	umr
उम्रकैद	umrakaid
उम्रकैदी	umrakaidee
उम्रक़ैद	umraqaid
उमड़	umad
उमड़ना	umadana
उमड़ने	umadane
उमड़ा	umada
उमड़ाना	umadaana
उमड़ी	umadee
उर	ur
उरई	uree
उरग	urag
उरण	uran
उरद	urad
उरसिज	urasij
उराँव	uraanv
उरी	uree
उरुग्वे	urugve
उरुबू	uruboo
उरेह	ureh
उरोस्थि	urosthi
उर्जा	urja
उर्दु	urdu
उर्दू	urdoo
उर्ध्व	urdhv
उर्ध्वगामी	urdhvagaamee
उर्ध्ववृत्तचिट्र	urdhvavrttachitr
उर्ध्वाधर	urdhvaadhar
उर्मिला	urmila
उर्वर	urvar
उर्वरक	urvarak
उर्वरकों	urvarakon
उर्वरण	urvaran
उर्वरता	urvarata
उर्वराशक्ति	urvaraashakti
उर्वशी	urvashee
उलंघन	ulanghan
उलझ	ulajh
उलझती	ulajhatee
उलझन	ulajhan
उलझना	ulajhana
उलझने	ulajhane
उलझनें	ulajhanen
उलझनों	ulajhanon
उलझा	ulajha
उलझाए	ulajhae
उलझाना	ulajhaana
उलझी	ulajhee
उलझे	ulajhe
उलझेड़ा	ulajheda
उलट	ulat
उलटकर	ulatakar
उलटना	ulatana
उलटनीय	ulataneey
उलटने	ulatane
उलटफेर	ulatapher
उलटवाँसी	ulatavaansee
उलटा	ulata
उलटाना	ulataana
उलटाव	ulataav
उलटी	ulatee
उलटे	ulate
उलथा	ulatha
उलप्य	ulapy
उलमा	ulama
उलहना	ulahana
उलाहना	ulaahana
उलिचना	ulichana
उलूक	ulook
उलूखल	ulookhal
उलूपी	uloopee
उलूम	uloom
उलेमा	ulema
उलेमाओं	ulemaon
उल्का	ulka
उल्कापात	ulkaapaat
उल्कापिंड	ulkaapind
उल्काश्मिक	ulkaashmik
उल्झन	uljhan
उल्टा	ulta
उल्टियाँ	ultiyaan
उल्टी	ultee
उल्टे	ulte
उल्फा	ulpha
उल्लंघन	ullanghan
उल्लंघनों	ullanghanon
उल्लंधन	ullandhan
उल्लघंन	ullaghann
उल्लसित	ullasit
उल्ला	ulla
उल्लास	ullaas
उल्लासपूर्ण	ullaasapoorn
उल्लासोन्माद	ullaasonmaad
उल्लाह	ullaah
उल्लिखित	ullikhit
उल्लू	ulloo
उल्लेख	ullekh
उल्लेखन	ullekhan
उल्लेखनीय	ullekhaneey
उल्लेखित	ullekhit
उल्लेखों	ullekhon
उल्स्टर	ulstar
उल्हास	ulhaas
उल्हासनगर	ulhaasanagar
उल्हासपूर्वक	ulhaasapoorvak
उष	ush
उषा	usha
उषाकर	ushaakar
उषाकाल	ushaakaal
उष्ण	ushn
उष्णकटिबंध	ushnakatibandh
उष्णकटिबंधीय	ushnakatibandheey
उष्णकटिबन्ध	ushnakatibandh
उष्णकटिबन्धी	ushnakatibandhee
उष्णकाल	ushnakaal
उष्णता	ushnata
उष्णप्रदेशीय	ushnapradesheey
उष्णीष	ushneesh
उष्णोत्स	ushnots
उष्म	ushm
उष्मक	ushmak
उष्मा	ushma
उष्मिक	ushmik
उष्मीय	ushmeey
उस	us
उसक	usak
उसका	usaka
उसकी	usakee
उसके	usake
उसको	usako
उसनना	usanana
उसने	usane
उसपर	usapar
उसमान	usamaan
उसमे	usame
उसमें	usamen
उसर	usar
उसरी	usaree
उससे	usase
उसास	usaas
उसी	usee
उसीके	useeke
उसीसा	useesa
उसूल	usool
उसूलों	usoolon
उसे	use
उस्तरा	ustara
उस्ता	usta
उस्ताद	ustaad
उस्तादी	ustaadee
उस्तादों	ustaadon
उस्तुरा	ustura
उस्मान	usmaan
उस्मानपुर	usmaanapur
उस्मानिया	usmaaniya
उस्मानी	usmaanee
उहापोह	uhaapoh
उक़ाब	uqaab
उज़बेकिस्तान	uzabekistaan
उज़्बेक	uzbek
उज़्बेकिस्तान	uzbekistaan
उड़कर	udakar
उड़ते	udate
उड़द	udad
उड़न	udan
उड़नदस्ता	udanadasta
उड़ना	udana
उड़ने	udane
उड़नेवाला	udanevaala
उड़ा	uda
उड़ाई	udaee
उड़ाऊ	udaoo
उड़ाकर	udaakar
उड़ाका	udaaka
उड़ाते	udaate
उड़ान	udaan
उड़ाना	udaana
उड़ाने	udaane
उड़ानें	udaanen
उड़ानों	udaanon
उड़ाया	udaaya
उड़िसा	udisa
उड़ीसा	udeesa
उड़े	ude
उड़ेलना	udelana
उढ़री	udharee
उफ़	uf
ऊँ	oon
ऊँगलियों	oongaliyon
ऊँगली	oongalee
ऊँघ	oongh
ऊँच	oonch
ऊँचा	ooncha
ऊँचाइयाँ	oonchaiyaan
ऊँचाइयों	oonchaiyon
ऊँचाई	oonchaee
ऊँची	oonchee
ऊँचे	oonche
ऊँचें	oonchen
ऊँट	oont
ऊँटनी	oontanee
ऊँटों	oonton
ऊंगली	oongalee
ऊंघना	oonghana
ऊंघाई	oonghaee
ऊंच	oonch
ऊंचा	ooncha
ऊंचाइयों	oonchaiyon
ऊंचाई	oonchaee
ऊंचाहार	oonchaahaar
ऊंची	oonchee
ऊंचे	oonche
ऊंट	oont
ऊंटी	oontee
ऊंटों	oonton
ऊख	ookh
ऊखल	ookhal
ऊचाई	oochaee
ऊजल	oojal
ऊजड़	oojad
ऊटपटांग	ootapataang
ऊटी	ootee
ऊतक	ootak
ऊतकीय	ootakeey
ऊतकों	ootakon
ऊति	ooti
ऊदबिलाव	oodabilaav
ऊदल	oodal
ऊदा	ooda
ऊधमसिंह	oodhamasinh
ऊधमी	oodhamee
ऊन	oon
ऊनदार	oonadaar
ऊनी	oonee
ऊपर	oopar
ऊपरवाला	ooparavaala
ऊपरवाले	ooparavaale
ऊपरी	ooparee
ऊफान	oophaan
ऊब	oob
ऊबना	oobana
ऊबाना	oobaana
ऊमर	oomar
ऊमलायूट	oomalaayoot
ऊरु	ooru
ऊर्जस्विता	oorjasvita
ऊर्जा	oorja
ऊर्जावान	oorjaavaan
ऊर्जित	oorjit
ऊर्णायु	oornaayu
ऊर्दू	oordoo
ऊर्ध्व	oordhv
ऊर्ध्वगामी	oordhvagaamee
ऊर्ध्वता	oordhvata
ऊर्ध्वमुखी	oordhvamukhee
ऊर्ध्वरघात	oordhvaraghaat
ऊर्ध्वा	oordhva
ऊर्ध्वाधर	oordhvaadhar
ऊल	ool
ऊलना	oolana
ऊषर	ooshar
ऊषा	oosha
ऊष्मप्रवैगिकी	ooshmapravaigikee
ऊष्मा	ooshma
ऊष्मायन	ooshmaayan
ऊष्मायित्र	ooshmaayitr
ऊष्मीय	ooshmeey
ऊसन्धि	oosandhi
ऊसर	oosar
ऊहा	ooha
ऊहापोह	oohaapoh
ऊफ़ा	oofa
ऋक्	rk
ऋगवेद	rgaved
ऋग्	rg
ऋग्वेद	rgved
ऋग्वेदीय	rgvedeey
ऋग्वैदिक	rgvaidik
ऋचा	rcha
